"lang"
{
"Language"	"tchinese"
"[english]TF_Heavy_Ushanka_Hat"	"Officer's Ushanka"
"TF_Heavy_Stocking_cap"	"硬漢窄邊圓帽"
"[english]TF_Heavy_Stocking_cap"	"Tough Guy's Toque"
"TF_Soldier_Pot_Hat"	"不鏽鋼平底鍋"
"[english]TF_Soldier_Pot_Hat"	"Stainless Pot"
"TF_Soldier_Viking_Hat"	"暴君頭盔"
"[english]TF_Soldier_Viking_Hat"	"Tyrant's Helm"
"TF_Demo_Scott_Hat"	"蘇格蘭無簷帽"
"[english]TF_Demo_Scott_Hat"	"Glengarry Bonnet"
"TF_Medic_Tyrolean_Hat"	"漁夫帽"
"[english]TF_Medic_Tyrolean_Hat"	"Vintage Tyrolean"
"TF_Pyro_Chicken_Hat"	"邋遢的橡膠手套帽"
"[english]TF_Pyro_Chicken_Hat"	"Respectless Rubber Glove"
"TF_Spy_Camera_Beard"	"相機大鬍子"
"[english]TF_Spy_Camera_Beard"	"Camera Beard"
"TF_Medic_Mirror_Hat"	"醫師診療鏡"
"[english]TF_Medic_Mirror_Hat"	"Otolaryngologist's Mirror"
"TF_Pyro_Fireman_Helmet"	"旅部頭盔"
"[english]TF_Pyro_Fireman_Helmet"	"Brigade Helm"
"TF_Scout_Bonk_Helmet"	"Bonk 頭盔"
"[english]TF_Scout_Bonk_Helmet"	"Bonk Helm"
"TF_Scout_Newsboy_Cap"	"老式報童帽"
"[english]TF_Scout_Newsboy_Cap"	"Ye Olde Baker Boy"
"TF_Spy_Derby_Hat"	"圓頂氈帽"
"[english]TF_Spy_Derby_Hat"	"Backbiter's Billycock"
"TF_Sniper_Straw_Hat"	"巴拿馬草帽"
"[english]TF_Sniper_Straw_Hat"	"Professional's Panama"
"TF_Sniper_Jarate_Headband"	"大師的黃頭帶"
"[english]TF_Sniper_Jarate_Headband"	"Master's Yellow Belt"
"TF_Hatless_Scout"	"棒球比爾的髮蠟頭"
"[english]TF_Hatless_Scout"	"Baseball Bill's Sports Shine"
"TF_Hatless_Sniper"	"Ritzy Rick 的後梳頭"
"[english]TF_Hatless_Sniper"	"Ritzy Rick's Hair Fixative"
"TF_Hatless_Engineer"	"德州瘦子三分頭"
"[english]TF_Hatless_Engineer"	"Texas Slim's Dome Shine"
"TF_Demo_Top_Hat"	"蘇格蘭大禮帽"
"[english]TF_Demo_Top_Hat"	"Scotsman's Stove Pipe"
"TF_HonestyHalo"	"作弊者的輓歌"
"[english]TF_HonestyHalo"	"Cheater's Lament"
"TF_Halloween_Hat"	"有點噁心的萬聖節面具"
"[english]TF_Halloween_Hat"	"Mildly Disturbing Halloween Mask"
"TF_Domination_Hat"	"驚悚大禮帽"
"[english]TF_Domination_Hat"	"Ghastly Gibus"
"TF_Domination_Hat_Desc"	"「Z.M.」字母刺繡"
"[english]TF_Domination_Hat_Desc"	"Embroidered initials say 'Z.M.'"
"TF_L4DHat"	"比爾的帽子"
"[english]TF_L4DHat"	"Bill's Hat"
"TF_Wearable_L4DHat"	"老兵的貝雷帽"
"[english]TF_Wearable_L4DHat"	"Veteran's Beret"
"TF_PropagandaContest_FirstPlace"	"J.Axer 時髦大禮帽"
"[english]TF_PropagandaContest_FirstPlace"	"J.Axer's Dapper Topper"
"TF_PropagandaContest_FirstPlace_Desc"	"宣傳大賽冠軍"
"[english]TF_PropagandaContest_FirstPlace_Desc"	"First Place Winner, Propaganda Contest"
"TF_PropagandaContest_SecondPlace"	"Amber 地獄雷得帽"
"[english]TF_PropagandaContest_SecondPlace"	"Amber's Rad As All Hell Hat"
"TF_PropagandaContest_SecondPlace_Desc"	"宣傳大賽亞軍"
"[english]TF_PropagandaContest_SecondPlace_Desc"	"First Runner-Up, Propaganda Contest"
"TF_PropagandaContest_ThirdPlace"	"山姆大叔帽"
"[english]TF_PropagandaContest_ThirdPlace"	"Uncle Sam"
"TF_PropagandaContest_ThirdPlace_Desc"	"宣傳大賽季軍"
"[english]TF_PropagandaContest_ThirdPlace_Desc"	"Second Runner-Up, Propaganda Contest"
"TF_ToweringPillar_Hat"	"帽塔"
"[english]TF_ToweringPillar_Hat"	"Towering Pillar of Hats"
"TF_NobleAmassment_Hat"	"貴族大禮帽"
"[english]TF_NobleAmassment_Hat"	"Noble Amassment of Hats"
"TF_ModestPile_Hat"	"小灰帽"
"[english]TF_ModestPile_Hat"	"Modest Pile of Hat"
"TF_MedicMask"	"外科手術口罩"
"[english]TF_MedicMask"	"Physician's Procedure Mask"
"TF_HeavyHair"	"獵犬手套"
"[english]TF_HeavyHair"	"Hound Dog"
"TF_DemomanHallmark"	"浪子招牌帽"
"[english]TF_DemomanHallmark"	"Hustler's Hallmark"
"TF_SpyNobleHair"	"法官假髮"
"[english]TF_SpyNobleHair"	"Magistrate's Mullet"
"TF_EngineerWeldingMask"	"銲工面具"
"[english]TF_EngineerWeldingMask"	"Hotrod"
"TF_ScoutBeanie"	"為非作歹套頭帽"
"[english]TF_ScoutBeanie"	"Troublemaker's Tossle Cap"
"TF_PyroBrainSucker"	"小精靈頭飾"
"[english]TF_PyroBrainSucker"	"Triboniophorus Tyrannus"
"TF_SoldierSamurai"	"日本武士戰盔"
"[english]TF_SoldierSamurai"	"Killer's Kabuto"
"TF_SniperPithHelmet"	"射手遮陽帽"
"[english]TF_SniperPithHelmet"	"Shooter's Sola Topi"
"TF_TTG_MaxsHat"	"麥斯兔子頭"
"[english]TF_TTG_MaxsHat"	"Max's Severed Head"
"DeathMsg_Suicide"	"再見了，殘酷的世界！"
"[english]DeathMsg_Suicide"	"bid farewell, cruel world!"
"DeathMsg_AssistedSuicide"	"結束了"
"[english]DeathMsg_AssistedSuicide"	"finished off"
"DeathMsg_Fall"	"結果是愚蠢、痛苦的死亡"
"[english]DeathMsg_Fall"	"fell to a clumsy, painful death"
"Msg_Captured"	"已佔領"
"[english]Msg_Captured"	"captured"
"Msg_Defended"	"已防守"
"[english]Msg_Defended"	"defended"
"Msg_Dominating"	"佔優勢"
"[english]Msg_Dominating"	"is DOMINATING"
"Msg_Revenge"	"報復"
"[english]Msg_Revenge"	"got REVENGE on"
"Msg_PickedUpFlag"	"撿起情報！"
"[english]Msg_PickedUpFlag"	"picked up the intelligence!"
"Msg_CapturedFlag"	"奪得情報！"
"[english]Msg_CapturedFlag"	"captured the intelligence!"
"Msg_DefendedFlag"	"防禦情報！"
"[english]Msg_DefendedFlag"	"defended the intelligence!"
"TF_OK"	"確定"
"[english]TF_OK"	"OK"
"TF_Spy_DisguiseRemoved"	"你的偽裝解除了。"
"[english]TF_Spy_DisguiseRemoved"	"Your disguise has been removed."
"TF_Spy_Disguising"	"偽裝成 %s1 %s2..."
"[english]TF_Spy_Disguising"	"Disguising as %s1 %s2..."
"TF_Spy_Disguised_as"	"你偽裝成 %s1 %s2。"
"[english]TF_Spy_Disguised_as"	"You are disguised as a %s1 %s2."
"TF_Spy_DisguiseWeapon"	"偽裝武器：%s1。"
"[english]TF_Spy_DisguiseWeapon"	"Disguise Weapon: %s1."
"TF_Spy_Disguise_Team_Blue"	"藍隊"
"[english]TF_Spy_Disguise_Team_Blue"	"BLU"
"TF_Spy_Disguise_Team_Red"	"紅隊"
"[english]TF_Spy_Disguise_Team_Red"	"RED"
"TF_Object_Sentry"	"步哨防禦槍"
"[english]TF_Object_Sentry"	"Sentry Gun"
"TF_Object_Dispenser"	"補給器"
"[english]TF_Object_Dispenser"	"Dispenser"
"TF_Object_Tele_Exit"	"傳送裝置出口"
"[english]TF_Object_Tele_Exit"	"Teleporter Exit"
"TF_object_sapper"	"Sapper"
"[english]TF_object_sapper"	"Sapper"
"TF_Object_Sentry_360"	"步哨"
"[english]TF_Object_Sentry_360"	"Sentry"
"TF_Object_Tele_Entrance_360"	"入口"
"[english]TF_Object_Tele_Entrance_360"	"Entrance"
"TF_Object_Tele_Exit_360"	"離開"
"[english]TF_Object_Tele_Exit_360"	"Exit"
"TF_ObjStatus_SentryGun_Building"	"步哨防禦槍建造中… %s1"
"[english]TF_ObjStatus_SentryGun_Building"	"Sentry Gun  Building... %s1"
"TF_ObjStatus_SentryGun_Level1"	"步哨防禦槍 (第 %s1 級) 生命值 %s2  砲彈 %s3"
"[english]TF_ObjStatus_SentryGun_Level1"	"Sentry Gun ( Level %s1 )  Health %s2  Shells %s3"
"TF_ObjStatus_SentryGun_Level3"	"步哨防禦槍 (第 3 級) 生命值 %s1  砲彈 %s2 火箭 %s3"
"[english]TF_ObjStatus_SentryGun_Level3"	"Sentry Gun ( Level 3 )  Health %s1  Shells %s2  Rockets %s3"
"TF_ObjStatus_Dispenser_Building"	"補給器建造中… %s1"
"[english]TF_ObjStatus_Dispenser_Building"	"Dispenser  Building... %s1"
"TF_ObjStatus_Dispenser"	"補給器 (第 %s1 級) 生命值 %s1"
"[english]TF_ObjStatus_Dispenser"	"Dispenser  ( Level %s1 )  Health %s1"
"TF_ObjStatus_Sapper_Building"	"Sapper 建造中... %s1"
"[english]TF_ObjStatus_Sapper_Building"	"Sapper  Building... %s1"
"TF_ObjStatus_Sapper"	"Sapper 生命值 %s1  目標生命值 %s2"
"[english]TF_ObjStatus_Sapper"	"Sapper  Health %s1  Target Health %s2"
"TF_Obj_Teleporter_State_Ready"	"準備就緒"
"[english]TF_Obj_Teleporter_State_Ready"	"Ready"
"TF_Obj_Teleporter_State_Charging"	"充電中"
"[english]TF_Obj_Teleporter_State_Charging"	"Charging"
"CP5_red_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]CP5_red_setup_goal"	"Capture all five of the Control Points to win the game!"
"CP5_blue_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]CP5_blue_setup_goal"	"Capture all five of the Control Points to win the game!"
"CP_setup_30sec"	"30 秒後遊戲開始！"
"[english]CP_setup_30sec"	"Game begins in 30 seconds!"
"CP_setup_10sec"	"10 秒後遊戲開始！"
"[english]CP_setup_10sec"	"Game begins in 10 seconds!"
"CP_cap_cp3"	"中央控制點"
"[english]CP_cap_cp3"	"the Central Control Point"
"CP_cap_red_cp1"	"紅隊基地"
"[english]CP_cap_red_cp1"	"the RED Base"
"CP_cap_blue_cp1"	"藍隊基地"
"[english]CP_cap_blue_cp1"	"the BLU Base"
"Dustbowl_red_setup_goal"	"對抗藍隊防禦控制點！"
"[english]Dustbowl_red_setup_goal"	"Defend the Control points against team BLU!"
"Dustbowl_blue_setup_goal"	"佔領兩個控制點贏得此回合並繼續前進！"
"[english]Dustbowl_blue_setup_goal"	"Capture both Control Points to win the round and advance!"
"Dustbowl_red_final_goal"	"防守最後兩個控制點，否則敵方就贏了！"
"[english]Dustbowl_red_final_goal"	"Defend the final two Control Points or the enemy will win the game!"
"Dustbowl_blue_final_goal"	"佔領最後兩個控制點就贏了！"
"[english]Dustbowl_blue_final_goal"	"Capture the final two Control Points to win the game!"
"Dustbowl_team1"	"攻方"
"[english]Dustbowl_team1"	"Attackers"
"Dustbowl_team2"	"守方"
"[english]Dustbowl_team2"	"Defenders"
"Dustbowl_you_secure_one"	"你取得了
指揮點一！"
"[english]Dustbowl_you_secure_one"	"You secured
Command Point ONE !!"
"Dustbowl_you_secure_two"	"你取得了
指揮點二！"
"[english]Dustbowl_you_secure_two"	"You secured
Command Point TWO !!"
"Dustbowl_protect_HQ"	"保護你的總部
抵禦敵方攻擊！"
"[english]Dustbowl_protect_HQ"	"Protect your HQ from
the attacking team !!"
"Dustbowl_bring_flag"	"將你的旗子
帶回總部！"
"[english]Dustbowl_bring_flag"	"Bring your flag
to the HQ !!"
"Dustbowl_take_flag_one"	"將旗子帶到
指揮點一。"
"[english]Dustbowl_take_flag_one"	"Take the flag to
Command Point ONE."
"Dustbowl_take_flag_two"	"將旗子帶到
指揮點二。"
"[english]Dustbowl_take_flag_two"	"Take the flag to
Command Point TWO."
"Dustbowl_take_flag_HQ"	"將旗幟帶回總部！"
"[english]Dustbowl_take_flag_HQ"	"Take the flag to the HQ !!"
"Dustbowl_blue_secures_one"	"藍隊取得
指揮點一！"
"[english]Dustbowl_blue_secures_one"	"Team BLU Secures
Command Point ONE !!"
"Dustbowl_blue_secures_two"	"藍隊取得
指揮點二！"
"[english]Dustbowl_blue_secures_two"	"Team BLU Secures
Command Point TWO !!"
"Dustbowl_flag_returned"	"旗幟已經回到基地。"
"[english]Dustbowl_flag_returned"	"Flag has returned to base."
"Dustbowl_90_secs"	"90 秒後大門開啟。"
"[english]Dustbowl_90_secs"	"90 seconds till gates open."
"Dustbowl_60_secs"	"60 秒後大門開啟。"
"[english]Dustbowl_60_secs"	"60 seconds till gates open."
"Dustbowl_30_secs"	"30 秒後大門開啟。"
"[english]Dustbowl_30_secs"	"30 seconds till gates open."
"Dustbowl_10_secs"	"10 秒後大門開啟。"
"[english]Dustbowl_10_secs"	"10 seconds till gates open."
"Dustbowl_gates_open"	"大門開啟！"
"[english]Dustbowl_gates_open"	"Gates are open !!"
"Dustbowl_five_minutes_left"	"剩餘時間：
五分鐘"
"[english]Dustbowl_five_minutes_left"	"Time remaining:
Five minutes"
"Dustbowl_four_minutes_left"	"剩餘時間：
四分鐘"
"[english]Dustbowl_four_minutes_left"	"Time remaining:
Four minutes"
"Dustbowl_three_minutes_left"	"剩餘時間：
三分鐘"
"[english]Dustbowl_three_minutes_left"	"Time remaining:
Three minutes"
"Dustbowl_two_minutes_left"	"剩餘時間：
兩分鐘"
"[english]Dustbowl_two_minutes_left"	"Time remaining:
Two minutes"
"Dustbowl_sixty_seconds_left"	"剩餘時間：
六十秒"
"[english]Dustbowl_sixty_seconds_left"	"Time remaining:
Sixty seconds"
"Dustbowl_thirty_seconds_left"	"剩餘時間：
三十秒"
"[english]Dustbowl_thirty_seconds_left"	"Time remaining:
Thirty seconds"
"Dustbowl_attackers_win"	"總部被
佔領了！"
"[english]Dustbowl_attackers_win"	"The Headquarters has
been captured !!"
"Dustbowl_defenders_win"	"總部被
成功抵禦敵方！"
"[english]Dustbowl_defenders_win"	"The Headquarters has
been successfully defended !!"
"Dustbowl_cap_1_A"	"第一據點，階段一"
"[english]Dustbowl_cap_1_A"	"First Cap, Stage One"
"Dustbowl_cap_1_B"	"第二據點，階段一"
"[english]Dustbowl_cap_1_B"	"Second Cap, Stage One"
"Dustbowl_cap_2_A"	"第一據點，階段二"
"[english]Dustbowl_cap_2_A"	"First Cap, Stage Two"
"Dustbowl_cap_2_B"	"第二據點，階段二"
"[english]Dustbowl_cap_2_B"	"Second Cap, Stage Two"
"Dustbowl_cap_3_A"	"第一據點，階段三"
"[english]Dustbowl_cap_3_A"	"First Cap, Stage Three"
"Dustbowl_cap_3_B"	"火箭，最後據點"
"[english]Dustbowl_cap_3_B"	"the Rocket, Final Cap"
"Goldrush_red_setup_goal"	"阻止敵隊將推車移動到你的基地！"
"[english]Goldrush_red_setup_goal"	"Prevent the enemy team from moving the cart to your base!"
"Goldrush_blue_setup_goal"	"將推車移到控制點就能贏得此回合並晉級！"
"[english]Goldrush_blue_setup_goal"	"Move the cart to the Control Points to win the round and advance!"
"Goldrush_red_final_goal"	"阻止推車進入你的基地，否則敵人就贏了！"
"[english]Goldrush_red_final_goal"	"Prevent the cart from moving to your base or the enemy will win the game!"
"Goldrush_blue_final_goal"	"將推車移往敵方基地，然後摧毀，就能贏得勝利！"
"[english]Goldrush_blue_final_goal"	"Move the cart to the enemy base to destroy it and win the game!"
"Goldrush_team1"	"攻方"
"[english]Goldrush_team1"	"Attackers"
"Goldrush_team2"	"守方"
"[english]Goldrush_team2"	"Defenders"
"Goldrush_cap_1_A"	"第一據點，階段一"
"[english]Goldrush_cap_1_A"	"First Cap, Stage One"
"Goldrush_cap_1_B"	"第二據點，階段一"
"[english]Goldrush_cap_1_B"	"Second Cap, Stage One"
"Goldrush_cap_2_A"	"第一據點，階段二"
"[english]Goldrush_cap_2_A"	"First Cap, Stage Two"
"Goldrush_cap_2_B"	"第二據點，階段二"
"[english]Goldrush_cap_2_B"	"Second Cap, Stage Two"
"Goldrush_cap_3_A"	"第一據點，階段三"
"[english]Goldrush_cap_3_A"	"First Cap, Stage Three"
"Goldrush_cap_3_B"	"第二據點，階段三"
"[english]Goldrush_cap_3_B"	"Second Cap, Stage Three"
"Goldrush_cap_3_C"	"爆炸坑，最後據點"
"[english]Goldrush_cap_3_C"	"Atomic pit, Final Cap"
"Badwater_cap_1"	"第一佔領據點"
"[english]Badwater_cap_1"	"First Capture point"
"Badwater_cap_2"	"第二佔領據點"
"[english]Badwater_cap_2"	"Second Capture point"
"Badwater_cap_3"	"第三佔領據點"
"[english]Badwater_cap_3"	"Third Capture point"
"Badwater_cap_4"	"最終佔領據點"
"[english]Badwater_cap_4"	"Final Capture point"
"2fort_red_setup_goal"	"從敵方基地取得情報情報公事包。 將公事包帶回基地就贏了！"
"[english]2fort_red_setup_goal"	"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"
"2fort_blue_setup_goal"	"從敵方基地取得情報情報公事包。 將公事包帶回基地就贏了！"
"[english]2fort_blue_setup_goal"	"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"
"Granary_red_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]Granary_red_setup_goal"	"Capture all five Control Points to win the game!"
"Granary_blue_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]Granary_blue_setup_goal"	"Capture all five Control Points to win the game!"
"Granary_cap_cp3"	"中央控制點"
"[english]Granary_cap_cp3"	"the Central Control Point"
"Granary_cap_red_cp2"	"紅隊倉庫"
"[english]Granary_cap_red_cp2"	"the RED Warehouse"
"Granary_cap_red_cp1"	"紅隊基地"
"[english]Granary_cap_red_cp1"	"the RED Base"
"Granary_cap_blue_cp2"	"藍隊倉庫"
"[english]Granary_cap_blue_cp2"	"the BLU Warehouse"
"Granary_cap_blue_cp1"	"藍隊基地"
"[english]Granary_cap_blue_cp1"	"the BLU Base"
"Gravelpit_red_setup_goal"	"對抗藍隊，防守全部三個控制點就贏了！"
"[english]Gravelpit_red_setup_goal"	"Defend all three Control Points against team BLU to win the game!"
"Gravelpit_blue_setup_goal"	"佔領全部三個控制點就贏了！ 先佔領 A 和 B，然後往 C 前進。"
"[english]Gravelpit_blue_setup_goal"	"Capture all three Controls Points to win! First capture A and B, then move on to C."
"Gravelpit_cap_A"	"據點 A，無線電塔"
"[english]Gravelpit_cap_A"	"cap A, the Radio Tower"
"Gravelpit_cap_B"	"據點 B，雷達"
"[english]Gravelpit_cap_B"	"cap B, the Radar"
"Gravelpit_cap_C"	"據點 C，雷射槍"
"[english]Gravelpit_cap_C"	"cap C, the Laser Gun"
"Hydro_red_setup_goal"	"佔領藍隊的單一控制點就贏得此回合。 阻止他們佔領我方控制點！"
"[english]Hydro_red_setup_goal"	"Capture BLU's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_blue_setup_goal"	"佔領紅隊的單一控制點就贏得此回合。 阻止他們佔領我方控制點！"
"[english]Hydro_blue_setup_goal"	"Capture RED's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_red_base_attack"	"佔領藍隊最後的控制點就贏了！"
"[english]Hydro_red_base_attack"	"Capture team BLU's final Control Point to win the game!"
"Hydro_red_base_defend"	"對抗藍隊防守我方最後的控制點，否則藍隊就贏了！"
"[english]Hydro_red_base_defend"	"Defend your final Control Point against BLU or they will win!"
"Hydro_blue_base_attack"	"佔領紅隊最後的控制點就贏了！"
"[english]Hydro_blue_base_attack"	"Capture team RED's final Control Point to win the game!"
"Hydro_blue_base_defend"	"對抗紅隊防守我方最後的控制點，否則紅隊就贏了！"
"[english]Hydro_blue_base_defend"	"Defend your final Control Point against RED or they will win!"
"Hydro_cap_red_base"	"紅隊基地"
"[english]Hydro_cap_red_base"	"the RED Base"
"Hydro_cap_blue_base"	"藍隊基地"
"[english]Hydro_cap_blue_base"	"the BLU Base"
"Hydro_cap_radar_dish"	"雷達盤"
"[english]Hydro_cap_radar_dish"	"the Radar Dish"
"Hydro_cap_dam"	"水壩"
"[english]Hydro_cap_dam"	"the Dam"
"Hydro_cap_power_plant"	"發電廠"
"[english]Hydro_cap_power_plant"	"the Power Plant"
"Hydro_cap_warehouse"	"倉庫"
"[english]Hydro_cap_warehouse"	"the Warehouse"
"Well_red_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]Well_red_setup_goal"	"Capture all five of the Control Points to win the game!"
"Well_blue_setup_goal"	"佔領全部五個控制點就贏了！"
"[english]Well_blue_setup_goal"	"Capture all five of the Control Points to win the game!"
"Well_setup_30sec"	"30 秒後遊戲開始！"
"[english]Well_setup_30sec"	"Game begins in 30 seconds!"
"Well_setup_10sec"	"10 秒後遊戲開始！"
"[english]Well_setup_10sec"	"Game begins in 10 seconds!"
"Well_cap_center"	"中央控制點"
"[english]Well_cap_center"	"Central Control Point"
"Well_cap_red_two"	"紅隊倉庫"
"[english]Well_cap_red_two"	"the RED Warehouse"
"Well_cap_red_rocket"	"紅隊基地"
"[english]Well_cap_red_rocket"	"the RED Base"
"Well_cap_blue_two"	"藍隊倉庫"
"[english]Well_cap_blue_two"	"the BLU Warehouse"
"Well_cap_blue_rocket"	"藍隊基地"
"[english]Well_cap_blue_rocket"	"the BLU Base"
"Pipeline_setup_goal"	"搶先移動推車至佔領據點，以獲得勝利！"
"[english]Pipeline_setup_goal"	"Move your cart to the capture point first to win this heat!"
"Pipeline_final_goal"	"移動推車，摧毀敵方基地，先下手為強！"
"[english]Pipeline_final_goal"	"Move your cart to destroy the enemy base before they destroy yours!"
"Pipeline_cap_1_red"	"紅隊第一佔領據點"
"[english]Pipeline_cap_1_red"	"Red's first Capture point"
"Pipeline_cap_1_blue"	"藍隊第一佔領據點"
"[english]Pipeline_cap_1_blue"	"Blue's first Capture point"
"Pipeline_cap_2_red"	"紅隊第二佔領據點"
"[english]Pipeline_cap_2_red"	"Red's second Capture point"
"Pipeline_cap_2_blue"	"藍隊第二佔領據點"
"[english]Pipeline_cap_2_blue"	"Blue's second Capture point"
"Pipeline_cap_3_red"	"紅隊最終佔領據點"
"[english]Pipeline_cap_3_red"	"Red's final capture point"
"Pipeline_cap_3_blue"	"藍隊最終佔領據點"
"[english]Pipeline_cap_3_blue"	"Blue's final capture point"
"Badlands_cap_cp3"	"中央控制點"
"[english]Badlands_cap_cp3"	"the Central Control Point"
"Badlands_cap_red_cp2"	"紅隊尖塔"
"[english]Badlands_cap_red_cp2"	"the RED Spire"
"Badlands_cap_red_cp1"	"紅隊基地"
"[english]Badlands_cap_red_cp1"	"the RED Base"
"Badlands_cap_blue_cp2"	"藍隊尖塔"
"[english]Badlands_cap_blue_cp2"	"the BLU Spire"
"Badlands_cap_blue_cp1"	"藍隊基地"
"[english]Badlands_cap_blue_cp1"	"the BLU Base"
"koth_setup_goal"	"佔領並守住控制點即可贏得勝利！"
"[english]koth_setup_goal"	"Capture and hold the Control Point to win the game!"
"koth_viaduct_cap"	"控制點"
"[english]koth_viaduct_cap"	"the Control Point"
"Arena_cap"	"控制點"
"[english]Arena_cap"	"the Control Point"
"Winpanel_Team1"	"隊伍"
"[english]Winpanel_Team1"	"TEAM"
"Winpanel_Team2"	"隊伍"
"[english]Winpanel_Team2"	"Team"
"Winpanel_BlueWins"	"藍隊贏了！"
"[english]Winpanel_BlueWins"	"BLU TEAM WINS!"
"Winpanel_BlueAdvances"	"藍隊佔領區域"
"[english]Winpanel_BlueAdvances"	"BLU TEAM SEIZES AREA"
