"lang" 
{ 
"Language" "norwegian" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 AUTOMATISK TILORDNING"
"[english]TF_Wearable_Boots"		"Boots"
"TF_Wearable_Medal"		"Medalje"
"[english]TF_Wearable_Medal"		"Medal"
"TF_Wearable_Holiday_Hat"	"Feriehatt"
"[english]TF_Wearable_Holiday_Hat"	"Holiday Hat"
"TF_Wearable_HonestyHalo" 	"En aura av ubestikkelighet"
"[english]TF_Wearable_HonestyHalo" 	"Aura of Incorruptibility"

"TF_Scout_Hat_1"		"Baseball-hjelm"
"[english]TF_Scout_Hat_1"		"Batter's Helmet"
"TF_Sniper_Hat_1"		"Trofébelte"
"[english]TF_Sniper_Hat_1"		"Trophy Belt"
"TF_Soldier_Hat_1"		"Soldiers saker"
"[english]TF_Soldier_Hat_1"		"Soldier's Stash"
"TF_Demo_Hat_1"			"Håret til Demoman"
"[english]TF_Demo_Hat_1"			"Demoman's Fro"
"TF_Medic_Hat_1"		"Prøyssisk hjelm"
"[english]TF_Medic_Hat_1"		"Prussian Pickelhaube"
"TF_Pyro_Hat_1"			"Pyros propellue"
"[english]TF_Pyro_Hat_1"			"Pyro's Beanie"
"TF_Heavy_Hat_1"		"Amerikansk fotballhjelm"
"[english]TF_Heavy_Hat_1"		"Football Helmet"
"TF_Engineer_Hat_1"		"Gruvelykt"
"[english]TF_Engineer_Hat_1"		"Mining Light"
"TF_Spy_Hat_1"			"Flott filthatt"
"[english]TF_Spy_Hat_1"			"Fancy Fedora"
"TF_Engineer_Cowboy_Hat"	"Texas-hatt"
"[english]TF_Engineer_Cowboy_Hat"	"Texas Ten Gallon"
"TF_Engineer_Train_Hat"		"Togførerlue"
"[english]TF_Engineer_Train_Hat"		"Engineer's Cap"
"TF_Heavy_Ushanka_Hat"		"Russisk pelslue"
"[english]TF_Heavy_Ushanka_Hat"		"Officer's Ushanka"
"TF_Heavy_Stocking_cap"		"Tøffinglue"
"[english]TF_Heavy_Stocking_cap"		"Tough Guy's Toque"
"TF_Soldier_Pot_Hat"		"Rustfri kasserolle"
"[english]TF_Soldier_Pot_Hat"		"Stainless Pot"
"TF_Soldier_Viking_Hat"		"Vikinghjelm"
"[english]TF_Soldier_Viking_Hat"		"Tyrant's Helm"
"TF_Demo_Scott_Hat"		"Glengarry-lue"
"[english]TF_Demo_Scott_Hat"		"Glengarry Bonnet"
"TF_Medic_Tyrolean_Hat"		"Tyrolerhatt"
"[english]TF_Medic_Tyrolean_Hat"		"Vintage Tyrolean"
"TF_Pyro_Chicken_Hat"		"Respektløs gummihanske"
"[english]TF_Pyro_Chicken_Hat"		"Respectless Rubber Glove"
"TF_Spy_Camera_Beard"		"Kameraskjegg"
"[english]TF_Spy_Camera_Beard"		"Camera Beard"
"TF_Medic_Mirror_Hat"		"Doktorspeil"
"[english]TF_Medic_Mirror_Hat"		"Otolaryngologist's Mirror"
"TF_Pyro_Fireman_Helmet"	"Brigadehjelm"
"[english]TF_Pyro_Fireman_Helmet"	"Brigade Helm"
"TF_Scout_Bonk_Helmet"		"Drikkehjelm"
"[english]TF_Scout_Bonk_Helmet"		"Bonk Helm"
"TF_Scout_Newsboy_Cap"		"Sixpence"
"[english]TF_Scout_Newsboy_Cap"		"Ye Olde Baker Boy"
"TF_Spy_Derby_Hat"		"Bowlerhatt"
"[english]TF_Spy_Derby_Hat"		"Backbiter's Billycock"
"TF_Sniper_Straw_Hat"		"Panama-hatt for proffer"
"[english]TF_Sniper_Straw_Hat"		"Professional's Panama"
"TF_Sniper_Jarate_Headband"	"Gult belte for mestere"
"[english]TF_Sniper_Jarate_Headband"	"Master's Yellow Belt"
"TF_Hatless_Scout"		"Baseball Bills sportsgelé"
"[english]TF_Hatless_Scout"		"Baseball Bill's Sports Shine"
"TF_Hatless_Sniper"		"Ritzy Ricks hårskum"
"[english]TF_Hatless_Sniper"		"Ritzy Rick's Hair Fixative"
"TF_Hatless_Engineer"		"Texas Slims poleringsvoks"
"[english]TF_Hatless_Engineer"		"Texas Slim's Dome Shine"
"TF_Demo_Top_Hat"		"Flosshatt"
"[english]TF_Demo_Top_Hat"		"Scotsman's Stove Pipe"
"TF_HonestyHalo"		"Juksemakerens klagesang"
"[english]TF_HonestyHalo"		"Cheater's Lament"
"TF_Halloween_Hat"		"Mildt urovekkende Halloween-maske"
"[english]TF_Halloween_Hat"		"Mildly Disturbing Halloween Mask"
"TF_Domination_Hat"		"Forferdelig flosshatt"
"[english]TF_Domination_Hat"		"Ghastly Gibus"
"TF_Domination_Hat_Desc"	"Broderte initialer er \"Z.M.\""
"[english]TF_Domination_Hat_Desc"	"Embroidered initials say 'Z.M.'"
"TF_L4DHat"				"Bills hatt"
"[english]TF_L4DHat"				"Bill's Hat"
"TF_Wearable_L4DHat"	"Veteranberet"
"[english]TF_Wearable_L4DHat"	"Veteran's Beret"

// Death strings
"DeathMsg_Suicide"		"farvel, grusomme verden!"
"[english]DeathMsg_Suicide"		"bid farewell, cruel world!"
"DeathMsg_AssistedSuicide"	"gjort kål på"
"[english]DeathMsg_AssistedSuicide"	"finished off"
"DeathMsg_Fall"			"fikk en klønete, smertefull død"
"[english]DeathMsg_Fall"			"fell to a clumsy, painful death"
"Msg_Captured"			"erobret"
"[english]Msg_Captured"			"captured"
"Msg_Defended"			"forsvarte"
"[english]Msg_Defended"			"defended"
"Msg_Dominating"		"DOMINERER"
"[english]Msg_Dominating"		"is DOMINATING"
"Msg_Revenge"			"fikk HEVN over"
"[english]Msg_Revenge"			"got REVENGE on"
"Msg_PickedUpFlag"		"plukket opp etterretningen!"
"[english]Msg_PickedUpFlag"		"picked up the intelligence!"
"Msg_CapturedFlag"		"erobret etterretningen!"
"[english]Msg_CapturedFlag"		"captured the intelligence!"
"Msg_DefendedFlag"		"forsvarte etterretningen!"
"[english]Msg_DefendedFlag"		"defended the intelligence!"
"TF_OK"				"OK"
"[english]TF_OK"				"OK"

"TF_Spy_DisguiseRemoved"	"Forkledningen din er fjernet."
"[english]TF_Spy_DisguiseRemoved"	"Your disguise has been removed."
"TF_Spy_Disguising"			"Forkle deg som %s1 %s2 ..."
"[english]TF_Spy_Disguising"			"Disguising as %s1 %s2..."
"TF_Spy_Disguised_as"		"Du er forkledt som %s1 %s2."
"[english]TF_Spy_Disguised_as"		"You are disguised as a %s1 %s2."
"TF_Spy_DisguiseWeapon"		"Forkle våpen: %s1."
"[english]TF_Spy_DisguiseWeapon"		"Disguise Weapon: %s1."


"TF_Spy_Disguise_Team_Blue"		"BLU"
"[english]TF_Spy_Disguise_Team_Blue"		"BLU"
"TF_Spy_Disguise_Team_Red"		"RED"
"[english]TF_Spy_Disguise_Team_Red"		"RED"

"TF_Object_Sentry"			"Sensorvåpen"
"[english]TF_Object_Sentry"			"Sentry Gun"
"TF_Object_Dispenser"		"Ladestasjon"
"[english]TF_Object_Dispenser"		"Dispenser"
"TF_Object_Tele_Entrance"	"Teleportinngang"
"[english]TF_Object_Tele_Entrance"	"Teleporter Entrance"
"TF_Object_Tele_Exit"		"Teleportutgang"
"[english]TF_Object_Tele_Exit"		"Teleporter Exit"
"TF_object_sapper"			"Sapper"
"[english]TF_object_sapper"			"Sapper"

"TF_Object_Sentry_360"			"Sensorvåpen"
"[english]TF_Object_Sentry_360"			"Sentry"
"TF_Object_Tele_Entrance_360"	"Inngang"
"[english]TF_Object_Tele_Entrance_360"	"Entrance"
"TF_Object_Tele_Exit_360"		"Utgang"
"[english]TF_Object_Tele_Exit_360"		"Exit"

"TF_ObjStatus_SentryGun_Building"	"Bygger sensorvåpen... %s1"
"[english]TF_ObjStatus_SentryGun_Building"	"Sentry Gun  Building... %s1"
"TF_ObjStatus_SentryGun_Level1"		"Sensorvåpen ( Nivå %s1 )  Helse %s2  Patroner %s3"
"[english]TF_ObjStatus_SentryGun_Level1"		"Sentry Gun ( Level %s1 )  Health %s2  Shells %s3"
"TF_ObjStatus_SentryGun_Level3"		"Sensorvåpen ( Nivå 3 )  Helse %s1  Patroner %s2  Raketter %s3"
"[english]TF_ObjStatus_SentryGun_Level3"		"Sentry Gun ( Level 3 )  Health %s1  Shells %s2  Rockets %s3"

"TF_ObjStatus_Dispenser_Building"	"Bygger ladestasjon... %s1"
"[english]TF_ObjStatus_Dispenser_Building"	"Dispenser  Building... %s1"
"TF_ObjStatus_Dispenser"			"Ladestasjon (nivå %s1) Helse %s1"
"[english]TF_ObjStatus_Dispenser"			"Dispenser  ( Level %s1 )  Health %s1"

"TF_ObjStatus_Teleporter_Entrance_Building"	"Bygger teleportinngang... %s1"
"[english]TF_ObjStatus_Teleporter_Entrance_Building"	"Teleporter Entrance  Building... %s1"
"TF_ObjStatus_Teleporter_Entrance"			"Teleportinngang (nivå %s1)  Helse %s1  Status - %s2"
"[english]TF_ObjStatus_Teleporter_Entrance"			"Teleporter Entrance (Level %s1 )  Health %s1  Status - %s2"

"TF_ObjStatus_Teleporter_Exit_Building"		"Bygger teleportutgang... %s1"
"[english]TF_ObjStatus_Teleporter_Exit_Building"		"Teleporter Exit  Building... %s1"
"TF_ObjStatus_Teleporter_Exit"				"Teleportutgang (nivå %s1)  Helse %s1  Status - %s2"
"[english]TF_ObjStatus_Teleporter_Exit"				"Teleporter Exit (Level %s1 )  Health %s1  Status - %s2"

"TF_ObjStatus_Sapper_Building"		"Bygger Sapper... %s1"
"[english]TF_ObjStatus_Sapper_Building"		"Sapper  Building... %s1"
"TF_ObjStatus_Sapper"				"Sapperhelse %s1  Målhelse %s2"
"[english]TF_ObjStatus_Sapper"				"Sapper  Health %s1  Target Health %s2"

"TF_Obj_Teleporter_State_Entrance_Idle"		"Ser etter utgang"
"[english]TF_Obj_Teleporter_State_Entrance_Idle"		"Looking for Exit"
"TF_Obj_Teleporter_State_Exit_Idle"			"Ser etter inngang"
"[english]TF_Obj_Teleporter_State_Exit_Idle"			"Looking for Entrance"
"TF_Obj_Teleporter_State_Ready"				"Klar"
"[english]TF_Obj_Teleporter_State_Ready"				"Ready"
"TF_Obj_Teleporter_State_Charging"			"Lader"
"[english]TF_Obj_Teleporter_State_Charging"			"Charging"
			
"Teleporter_entrance_idle"					"Denne teleporten har ikke en tilhørende utgang."
"[english]Teleporter_entrance_idle"					"This teleporter does not have a matching exit."
"Teleporter_exit_idle"						"Denne teleporten har ikke en tilhørende inngang."
"[english]Teleporter_exit_idle"						"This teleporter does not have a matching entrance."

//
// Level strings
//

// Generic CP level strings
"CP5_red_setup_goal"			"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]CP5_red_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP5_blue_setup_goal"			"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]CP5_blue_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP_setup_30sec"			"Spillet starter om 30 sekunder!"
"[english]CP_setup_30sec"			"Game begins in 30 seconds!"
"CP_setup_10sec"			"Spillet starter om 10 sekunder!"
"[english]CP_setup_10sec"			"Game begins in 10 seconds!"
"CP_cap_cp3"				"Senterkontrollpunktet"
"[english]CP_cap_cp3"				"the Central Control Point"
"CP_cap_red_cp1"			"basen til RED"
"[english]CP_cap_red_cp1"			"the RED Base"
"CP_cap_blue_cp1"			"basen til BLU"
"[english]CP_cap_blue_cp1"			"the BLU Base"


// Dustbowl level strings
"Dustbowl_red_setup_goal"		"Forsvar kontrollpunktene mot lag BLU!"
"[english]Dustbowl_red_setup_goal"		"Defend the Control points against team BLU!"
"Dustbowl_blue_setup_goal"		"Erobre begge kontrollpunktene for å vinne runden og gå videre!"
"[english]Dustbowl_blue_setup_goal"		"Capture both Control Points to win the round and advance!"
"Dustbowl_red_final_goal"		"Forsvar de to kontrollpunktene, ellers vinner fienden spillet!"
"[english]Dustbowl_red_final_goal"		"Defend the final two Control Points or the enemy will win the game!"
"Dustbowl_blue_final_goal"		"Erobre de to siste kontrollpunktene for å vinne spillet."
"[english]Dustbowl_blue_final_goal"		"Capture the final two Control Points to win the game!"
"Dustbowl_team1"			"Angripere"
"[english]Dustbowl_team1"			"Attackers"
"Dustbowl_team2"			"Forsvarere"
"[english]Dustbowl_team2"			"Defenders"
"Dustbowl_you_secure_one"		"Du sikret
kommandopunkt ÉN!"
"[english]Dustbowl_you_secure_one"		"You secured
Command Point ONE !!"
"Dustbowl_you_secure_two"		"Du sikret
kommandopunkt TO!"
"[english]Dustbowl_you_secure_two"		"You secured
Command Point TWO !!"
"Dustbowl_protect_HQ"			"Beskytt hovedkvarteret ditt mot
det angripende laget!"
"[english]Dustbowl_protect_HQ"			"Protect your HQ from
the attacking team !!"
"Dustbowl_bring_flag"			"Ta med flagget
til hovedkvarteret!"
"[english]Dustbowl_bring_flag"			"Bring your flag
to the HQ !!"
"Dustbowl_take_flag_one"		"Ta flagget med til
kommandopunkt ÉN."
"[english]Dustbowl_take_flag_one"		"Take the flag to
Command Point ONE."
"Dustbowl_take_flag_two"		"Ta flagget med til
kommandopunkt TO."
"[english]Dustbowl_take_flag_two"		"Take the flag to
Command Point TWO."
"Dustbowl_take_flag_HQ"			"Ta flagget med til hovedkvarteret!"
"[english]Dustbowl_take_flag_HQ"			"Take the flag to the HQ !!"
"Dustbowl_blue_secures_one"		"Lag BLU sikrer
kommandopunkt ÉN!"
"[english]Dustbowl_blue_secures_one"		"Team BLU Secures
Command Point ONE !!"
"Dustbowl_blue_secures_two"		"Lag BLU sikrer
kommandopunkt TO!"
"[english]Dustbowl_blue_secures_two"		"Team BLU Secures
Command Point TWO !!"
"Dustbowl_flag_returned"		"Flagget er returnert til basen."
"[english]Dustbowl_flag_returned"		"Flag has returned to base."
"Dustbowl_90_secs"			"90 sekunder til portene åpnes."
"[english]Dustbowl_90_secs"			"90 seconds till gates open."
"Dustbowl_60_secs"			"60 sekunder til portene åpnes."
"[english]Dustbowl_60_secs"			"60 seconds till gates open."
"Dustbowl_30_secs"			"30 sekunder til portene åpnes."
"[english]Dustbowl_30_secs"			"30 seconds till gates open."
"Dustbowl_10_secs"			"10 sekunder til portene åpnes."
"[english]Dustbowl_10_secs"			"10 seconds till gates open."
"Dustbowl_gates_open"			"Portene er åpne!"
"[english]Dustbowl_gates_open"			"Gates are open !!"
"Dustbowl_five_minutes_left"		"Tid som gjenstår:
Fem minutter"
"[english]Dustbowl_five_minutes_left"		"Time remaining:
Five minutes"
"Dustbowl_four_minutes_left"		"Tid som gjenstår:
Fire minutter"
"[english]Dustbowl_four_minutes_left"		"Time remaining:
Four minutes"
"Dustbowl_three_minutes_left"		"Tid som gjenstår:
Tre minutter"
"[english]Dustbowl_three_minutes_left"		"Time remaining:
Three minutes"
"Dustbowl_two_minutes_left"		"Tid som gjenstår:
To minutter"
"[english]Dustbowl_two_minutes_left"		"Time remaining:
Two minutes"
"Dustbowl_sixty_seconds_left"		"Tid som gjenstår:
Seksti sekunder"
"[english]Dustbowl_sixty_seconds_left"		"Time remaining:
Sixty seconds"
"Dustbowl_thirty_seconds_left"		"Tid som gjenstår:
Tretti sekunder"
"[english]Dustbowl_thirty_seconds_left"		"Time remaining:
Thirty seconds"
"Dustbowl_attackers_win"		"Hovedkvarteret
er erobret!"
"[english]Dustbowl_attackers_win"		"The Headquarters has
been captured !!"
"Dustbowl_defenders_win"		"Hovedkvarteret
er forsvart!"
"[english]Dustbowl_defenders_win"		"The Headquarters has
been successfully defended !!"
"Dustbowl_cap_1_A"		"Første erobringspunkt, trinn én"
"[english]Dustbowl_cap_1_A"		"First Cap, Stage One"
"Dustbowl_cap_1_B"		"Andre erobringspunkt, trinn én"
"[english]Dustbowl_cap_1_B"		"Second Cap, Stage One"
"Dustbowl_cap_2_A"		"Første erobringspunkt, trinn to"
"[english]Dustbowl_cap_2_A"		"First Cap, Stage Two"
"Dustbowl_cap_2_B"		"Andre erobringspunkt, trinn to"
"[english]Dustbowl_cap_2_B"		"Second Cap, Stage Two"
"Dustbowl_cap_3_A"		"Første erobringspunkt, trinn tre"
"[english]Dustbowl_cap_3_A"		"First Cap, Stage Three"
"Dustbowl_cap_3_B"		"Raketten, siste erobringspunkt"
"[english]Dustbowl_cap_3_B"		"the Rocket, Final Cap"

// Goldrush level strings
"Goldrush_red_setup_goal"		"Forhindre fiendelaget fra å flytte vognen til basen din."
"[english]Goldrush_red_setup_goal"		"Prevent the enemy team from moving the cart to your base!"
"Goldrush_blue_setup_goal"		"Flytt vognen til kontrollpunktene for å vinne runden og gå videre."
"[english]Goldrush_blue_setup_goal"		"Move the cart to the Control Points to win the round and advance!"
"Goldrush_red_final_goal"		"Forhindre at vognen flyttes til basen din, ellers vil fiendene vinne spillet."
"[english]Goldrush_red_final_goal"		"Prevent the cart from moving to your base or the enemy will win the game!"
"Goldrush_blue_final_goal"		"Flytt vognen til fiendebasen for å ødelegge den, så vinner du spillet!"
"[english]Goldrush_blue_final_goal"		"Move the cart to the enemy base to destroy it and win the game!"
"Goldrush_team1"			"Angripere"
"[english]Goldrush_team1"			"Attackers"
"Goldrush_team2"			"Forsvarere"
"[english]Goldrush_team2"			"Defenders"
"Goldrush_cap_1_A"		"Første erobringspunkt, trinn én"
"[english]Goldrush_cap_1_A"		"First Cap, Stage One"
"Goldrush_cap_1_B"		"Andre erobringspunkt, trinn én"
"[english]Goldrush_cap_1_B"		"Second Cap, Stage One"
"Goldrush_cap_2_A"		"Første erobringspunkt, trinn to"
"[english]Goldrush_cap_2_A"		"First Cap, Stage Two"
"Goldrush_cap_2_B"		"Andre erobringspunkt, trinn to"
"[english]Goldrush_cap_2_B"		"Second Cap, Stage Two"
"Goldrush_cap_3_A"		"Første erobringspunkt, trinn tre"
"[english]Goldrush_cap_3_A"		"First Cap, Stage Three"
"Goldrush_cap_3_B"		"Andre erobringspunkt, trinn tre"
"[english]Goldrush_cap_3_B"		"Second Cap, Stage Three"
"Goldrush_cap_3_C"		"Atomsjakt, siste erobringspunkt"
"[english]Goldrush_cap_3_C"		"Atomic pit, Final Cap"

// Badwater level strings
"Badwater_cap_1"		"Første erobringspunkt"
"[english]Badwater_cap_1"		"First Capture point"
"Badwater_cap_2"		"Andre erobringspunkt"
"[english]Badwater_cap_2"		"Second Capture point"
"Badwater_cap_3"		"Tredje erobringspunkt"
"[english]Badwater_cap_3"		"Third Capture point"
"Badwater_cap_4"		"Siste erobringspunkt"
"[english]Badwater_cap_4"		"Final Capture point"

// 2fort level strings
"2fort_red_setup_goal"			"Ta etterretningskofferten fra fiendens kjeller. Returner til kjelleren din for å vinne!"
"[english]2fort_red_setup_goal"			"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"
"2fort_blue_setup_goal"			"Ta etterretningskofferten fra fiendens kjeller. Returner til kjelleren din for å vinne!"
"[english]2fort_blue_setup_goal"			"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"

// Granary level strings
"Granary_red_setup_goal"		"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]Granary_red_setup_goal"		"Capture all five Control Points to win the game!"
"Granary_blue_setup_goal"		"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]Granary_blue_setup_goal"		"Capture all five Control Points to win the game!"
"Granary_cap_cp3"			"Senterkontrollpunktet"
"[english]Granary_cap_cp3"			"the Central Control Point"
"Granary_cap_red_cp2"			"varehuset til RED"
"[english]Granary_cap_red_cp2"			"the RED Warehouse"
"Granary_cap_red_cp1"			"basen til RED"
"[english]Granary_cap_red_cp1"			"the RED Base"
"Granary_cap_blue_cp2"			"varehuset til BLU"
"[english]Granary_cap_blue_cp2"			"the BLU Warehouse"
"Granary_cap_blue_cp1"			"basen til BLU"
"[english]Granary_cap_blue_cp1"			"the BLU Base"

// Gravelpit level strings
"Gravelpit_red_setup_goal"		"Forsvar alle tre kontrollpunktene mot BLU for å vinne spillet!"
"[english]Gravelpit_red_setup_goal"		"Defend all three Control Points against team BLU to win the game!"
"Gravelpit_blue_setup_goal"		"Erobre alle tre kontrollpunktene for å vinne! Først erobrer du A og B, og deretter går du videre til C."
"[english]Gravelpit_blue_setup_goal"		"Capture all three Controls Points to win! First capture A and B, then move on to C."
"Gravelpit_cap_A"			"erobringspunkt A, radiotårnet"
"[english]Gravelpit_cap_A"			"cap A, the Radio Tower"
"Gravelpit_cap_B"			"erobringspunkt B, radaren"
"[english]Gravelpit_cap_B"			"cap B, the Radar"
"Gravelpit_cap_C"			"erobringspunkt C, laservåpenet"
"[english]Gravelpit_cap_C"			"cap C, the Laser Gun"

// Hydro level strings
"Hydro_red_setup_goal"			"Erobre BLUs eneste kontrollpunkt for å vinne runden. Forhindre dem fra å gjøre det samme!"
"[english]Hydro_red_setup_goal"			"Capture BLU's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_blue_setup_goal"			"Erobre REDs eneste kontrollpunkt for å vinne runden. Forhindre dem fra å gjøre det samme!"
"[english]Hydro_blue_setup_goal"			"Capture RED's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_red_base_attack"			"Erobre BLUs siste kontrollpunkt for å vinne spillet."
"[english]Hydro_red_base_attack"			"Capture team BLU's final Control Point to win the game!"
"Hydro_red_base_defend"			"Forsvar det siste kontrollpunktet ditt mot BLU, ellers vinner de!"
"[english]Hydro_red_base_defend"			"Defend your final Control Point against BLU or they will win!"
"Hydro_blue_base_attack"		"Erobre REDs siste kontrollpunkt for å vinne spillet."
"[english]Hydro_blue_base_attack"		"Capture team RED's final Control Point to win the game!"
"Hydro_blue_base_defend"		"Forsvar det siste kontrollpunktet ditt mot RED, ellers vinner de!"
"[english]Hydro_blue_base_defend"		"Defend your final Control Point against RED or they will win!"
"Hydro_cap_red_base"		"basen til RED"	
"[english]Hydro_cap_red_base"		"the RED Base"	
"Hydro_cap_blue_base"		"basen til BLU"
"[english]Hydro_cap_blue_base"		"the BLU Base"
"Hydro_cap_radar_dish"		"Radarantennen"
"[english]Hydro_cap_radar_dish"		"the Radar Dish"
"Hydro_cap_dam"				"Dammen"
"[english]Hydro_cap_dam"				"the Dam"
"Hydro_cap_power_plant"		"Kraftstasjonen"
"[english]Hydro_cap_power_plant"		"the Power Plant"
"Hydro_cap_warehouse"		"Varehuset"
"[english]Hydro_cap_warehouse"		"the Warehouse"

// Well level strings
"Well_red_setup_goal"			"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]Well_red_setup_goal"			"Capture all five of the Control Points to win the game!"
"Well_blue_setup_goal"			"Erobre alle fem kontrollpunktene for å vinne spillet!"
"[english]Well_blue_setup_goal"			"Capture all five of the Control Points to win the game!"
"Well_setup_30sec"			"Spillet starter om 30 sekunder!"
"[english]Well_setup_30sec"			"Game begins in 30 seconds!"
"Well_setup_10sec"			"Spillet starter om 10 sekunder!"
"[english]Well_setup_10sec"			"Game begins in 10 seconds!"
"Well_cap_center"			"Senterkontrollpunkt"
"[english]Well_cap_center"			"Central Control Point"
"Well_cap_red_two"			"varehuset til RED"
"[english]Well_cap_red_two"			"the RED Warehouse"
"Well_cap_red_rocket"			"basen til RED"
"[english]Well_cap_red_rocket"			"the RED Base"
"Well_cap_blue_two"			"varehuset til BLU"
"[english]Well_cap_blue_two"			"the BLU Warehouse"
"Well_cap_blue_rocket"			"basen til BLU"
"[english]Well_cap_blue_rocket"			"the BLU Base"

// Pipeline level strings
"Pipeline_setup_goal"			"Vær den første til å flytte vognen til erobringspunktet for å vinne dette løpet!"
