"lang" 
{ 
"Language" "swedish" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 TILLDELA AUTOMATISKT"
"[english]TF_Wearable_Medal"		"Medal"
"TF_Wearable_Holiday_Hat"	"Säsongshatt"
"[english]TF_Wearable_Holiday_Hat"	"Holiday Hat"
"TF_Wearable_HonestyHalo" 	"Rättskaffens aura"
"[english]TF_Wearable_HonestyHalo" 	"Aura of Incorruptibility"

"TF_Scout_Hat_1"		"Slagmanshjälm"
"[english]TF_Scout_Hat_1"		"Batter's Helmet"
"TF_Sniper_Hat_1"		"Trofébälte"
"[english]TF_Sniper_Hat_1"		"Trophy Belt"
"TF_Soldier_Hat_1"		"Soldatens gömma"
"[english]TF_Soldier_Hat_1"		"Soldier's Stash"
"TF_Demo_Hat_1"			"Demomans afro"
"[english]TF_Demo_Hat_1"			"Demoman's Fro"
"TF_Medic_Hat_1"		"Preussisk pickelhaube"
"[english]TF_Medic_Hat_1"		"Prussian Pickelhaube"
"TF_Pyro_Hat_1"			"Pyros mössa"
"[english]TF_Pyro_Hat_1"			"Pyro's Beanie"
"TF_Heavy_Hat_1"		"Fotbollshjälm"
"[english]TF_Heavy_Hat_1"		"Football Helmet"
"TF_Engineer_Hat_1"		"Gruvlampa"
"[english]TF_Engineer_Hat_1"		"Mining Light"
"TF_Spy_Hat_1"			"Flådig filthatt"
"[english]TF_Spy_Hat_1"			"Fancy Fedora"
"TF_Engineer_Cowboy_Hat"	"Texas cowboy"
"[english]TF_Engineer_Cowboy_Hat"	"Texas Ten Gallon"
"TF_Engineer_Train_Hat"		"Engineer-keps"
"[english]TF_Engineer_Train_Hat"		"Engineer's Cap"
"TF_Heavy_Ushanka_Hat"		"Rysk officersmössa"
"[english]TF_Heavy_Ushanka_Hat"		"Officer's Ushanka"
"TF_Heavy_Stocking_cap"		"Tuffa toppluvan"
"[english]TF_Heavy_Stocking_cap"		"Tough Guy's Toque"
"TF_Soldier_Pot_Hat"		"Rostfri kastrull"
"[english]TF_Soldier_Pot_Hat"		"Stainless Pot"
"TF_Soldier_Viking_Hat"		"Tyrannhjälm"
"[english]TF_Soldier_Viking_Hat"		"Tyrant's Helm"
"TF_Demo_Scott_Hat"		"Glengarry-basker"
"[english]TF_Demo_Scott_Hat"		"Glengarry Bonnet"
"TF_Medic_Tyrolean_Hat"		"Gammal tyrolerhatt"
"[english]TF_Medic_Tyrolean_Hat"		"Vintage Tyrolean"
"TF_Pyro_Chicken_Hat"		"Förlöjligande gummihandske"
"[english]TF_Pyro_Chicken_Hat"		"Respectless Rubber Glove"
"TF_Spy_Camera_Beard"		"Kameraskägg"
"[english]TF_Spy_Camera_Beard"		"Camera Beard"
"TF_Medic_Mirror_Hat"		"Öron-näsa-hals-specialistens spegel"
"[english]TF_Medic_Mirror_Hat"		"Otolaryngologist's Mirror"
"TF_Pyro_Fireman_Helmet"	"Brandmanshjälm"
"[english]TF_Pyro_Fireman_Helmet"	"Brigade Helm"
"TF_Scout_Bonk_Helmet"		"Bonk-hjälm"
"[english]TF_Scout_Bonk_Helmet"		"Bonk Helm"
"TF_Scout_Newsboy_Cap"		"Äppelknyckarkeps"
"[english]TF_Scout_Newsboy_Cap"		"Ye Olde Baker Boy"
"TF_Spy_Derby_Hat"		"Baktalarens kubb"
"[english]TF_Spy_Derby_Hat"		"Backbiter's Billycock"
"TF_Sniper_Straw_Hat"		"Proffsets stråhatt"
"[english]TF_Sniper_Straw_Hat"		"Professional's Panama"
"TF_Sniper_Jarate_Headband"	"Mästarens gula bälte"
"[english]TF_Sniper_Jarate_Headband"	"Master's Yellow Belt"
"TF_Hatless_Scout"		"Baseboll-Bills vaxade vågor"
"[english]TF_Hatless_Scout"		"Baseball Bill's Sports Shine"
"TF_Hatless_Sniper"		"Ritzy Ricks hårfixativ"
"[english]TF_Hatless_Sniper"		"Ritzy Rick's Hair Fixative"
"TF_Hatless_Engineer"		"Texas Slims skallglans"
"[english]TF_Hatless_Engineer"		"Texas Slim's Dome Shine"
"TF_Demo_Top_Hat"		"Skottens cylinderhatt"
"[english]TF_Demo_Top_Hat"		"Scotsman's Stove Pipe"
"TF_HonestyHalo"		"Fuskarens klagan"
"[english]TF_HonestyHalo"		"Cheater's Lament"
"TF_Halloween_Hat"		"Aningen läskig Halloween-mask"
"[english]TF_Halloween_Hat"		"Mildly Disturbing Halloween Mask"
"TF_Domination_Hat"		"Spöklik stormhatt"
"[english]TF_Domination_Hat"		"Ghastly Gibus"
"TF_Domination_Hat_Desc"	"Med broderat monogram: \"Z.M.\""
"[english]TF_Domination_Hat_Desc"	"Embroidered initials say 'Z.M.'"
"TF_L4DHat"				"Polishatt"
"[english]TF_L4DHat"				"Bill's Hat"
"TF_Wearable_L4DHat"	"Veteranbasker"
"[english]TF_Wearable_L4DHat"	"Veteran's Beret"

// Death strings
"DeathMsg_Suicide"		"sa farväl, grymma värld!"
"[english]DeathMsg_Suicide"		"bid farewell, cruel world!"
"DeathMsg_AssistedSuicide"	"tog kål på"
"[english]DeathMsg_AssistedSuicide"	"finished off"
"DeathMsg_Fall"			"mötte en klumpig, smärtsam död"
"[english]DeathMsg_Fall"			"fell to a clumsy, painful death"
"Msg_Captured"			"erövrade"
"[english]Msg_Captured"			"captured"
"Msg_Defended"			"försvarade"
"[english]Msg_Defended"			"defended"
"Msg_Dominating"		"DOMINERAR"
"[english]Msg_Dominating"		"is DOMINATING"
"Msg_Revenge"			"tog HÄMND på"
"[english]Msg_Revenge"			"got REVENGE on"
"Msg_PickedUpFlag"		"tog informationen!"
"[english]Msg_PickedUpFlag"		"picked up the intelligence!"
"Msg_CapturedFlag"		"erövrade informationen!"
"[english]Msg_CapturedFlag"		"captured the intelligence!"
"Msg_DefendedFlag"		"försvarade informationen!"
"[english]Msg_DefendedFlag"		"defended the intelligence!"
"TF_OK"				"OK"
"[english]TF_OK"				"OK"

"TF_Spy_DisguiseRemoved"	"Din förklädnad är borttagen."
"[english]TF_Spy_DisguiseRemoved"	"Your disguise has been removed."
"TF_Spy_Disguising"			"Förklädd till %s1 %s2 ..."
"[english]TF_Spy_Disguising"			"Disguising as %s1 %s2..."
"TF_Spy_Disguised_as"		"Du är förklädd till en %s1 %s2."
"[english]TF_Spy_Disguised_as"		"You are disguised as a %s1 %s2."
"TF_Spy_DisguiseWeapon"		"Vapen vid förklädnad: %s1."
"[english]TF_Spy_DisguiseWeapon"		"Disguise Weapon: %s1."


"TF_Spy_Disguise_Team_Blue"		"BLU"
"[english]TF_Spy_Disguise_Team_Blue"		"BLU"
"TF_Spy_Disguise_Team_Red"		"RED"
"[english]TF_Spy_Disguise_Team_Red"		"RED"

"TF_Object_Sentry"			"Vaktgevär"
"[english]TF_Object_Sentry"			"Sentry Gun"
"TF_Object_Dispenser"		"Utmatare"
"[english]TF_Object_Dispenser"		"Dispenser"
"TF_Object_Tele_Entrance"	"Teleportöringång"
"[english]TF_Object_Tele_Entrance"	"Teleporter Entrance"
"TF_Object_Tele_Exit"		"Teleportörutgång"
"[english]TF_Object_Tele_Exit"		"Teleporter Exit"
"TF_object_sapper"			"Sapper"
"[english]TF_object_sapper"			"Sapper"

"TF_Object_Sentry_360"			"Vaktgevär"
"[english]TF_Object_Sentry_360"			"Sentry"
"TF_Object_Tele_Entrance_360"	"Ingång"
"[english]TF_Object_Tele_Entrance_360"	"Entrance"
"TF_Object_Tele_Exit_360"		"Avsluta"
"[english]TF_Object_Tele_Exit_360"		"Exit"

"TF_ObjStatus_SentryGun_Building"	"Vaktgevär Bygger... %s1"
"[english]TF_ObjStatus_SentryGun_Building"	"Sentry Gun  Building... %s1"
"TF_ObjStatus_SentryGun_Level1"		"Vaktgevär ( Nivå %s1 )  Hälsa %s2  Patroner %s3"
"[english]TF_ObjStatus_SentryGun_Level1"		"Sentry Gun ( Level %s1 )  Health %s2  Shells %s3"
"TF_ObjStatus_SentryGun_Level3"		"Vaktgevär ( Nivå 3 )  Hälsa %s1  Patroner %s2  Raketer %s3"
"[english]TF_ObjStatus_SentryGun_Level3"		"Sentry Gun ( Level 3 )  Health %s1  Shells %s2  Rockets %s3"

"TF_ObjStatus_Dispenser_Building"	"Utmatare Bygger... %s1"
"[english]TF_ObjStatus_Dispenser_Building"	"Dispenser  Building... %s1"
"TF_ObjStatus_Dispenser"			"Utmatare  ( Nivå %s1 )  Hälsa %s1"
"[english]TF_ObjStatus_Dispenser"			"Dispenser  ( Level %s1 )  Health %s1"

"TF_ObjStatus_Teleporter_Entrance_Building"	"Teleportöringång Bygger... %s1"
"[english]TF_ObjStatus_Teleporter_Entrance_Building"	"Teleporter Entrance  Building... %s1"
"TF_ObjStatus_Teleporter_Entrance"			"Teleportöringång (Nivå %s1 )  Hälsa %s1  Status - %s2"
"[english]TF_ObjStatus_Teleporter_Entrance"			"Teleporter Entrance (Level %s1 )  Health %s1  Status - %s2"

"TF_ObjStatus_Teleporter_Exit_Building"		"Teleportörutgång Bygger... %s1"
"[english]TF_ObjStatus_Teleporter_Exit_Building"		"Teleporter Exit  Building... %s1"
"TF_ObjStatus_Teleporter_Exit"				"Teleportörutgång (Nivå %s1 )  Hälsa %s1  Status - %s2"
"[english]TF_ObjStatus_Teleporter_Exit"				"Teleporter Exit (Level %s1 )  Health %s1  Status - %s2"

"TF_ObjStatus_Sapper_Building"		"Sapper  Bygger... %s1"
"[english]TF_ObjStatus_Sapper_Building"		"Sapper  Building... %s1"
"TF_ObjStatus_Sapper"				"Sapper  Hälsa %s1  Målhälsa %s2"
"[english]TF_ObjStatus_Sapper"				"Sapper  Health %s1  Target Health %s2"

"TF_Obj_Teleporter_State_Entrance_Idle"		"Söker utgång"
"[english]TF_Obj_Teleporter_State_Entrance_Idle"		"Looking for Exit"
"TF_Obj_Teleporter_State_Exit_Idle"			"Söker ingång"
"[english]TF_Obj_Teleporter_State_Exit_Idle"			"Looking for Entrance"
"TF_Obj_Teleporter_State_Ready"				"Klar"
"[english]TF_Obj_Teleporter_State_Ready"				"Ready"
"TF_Obj_Teleporter_State_Charging"			"Laddar"
"[english]TF_Obj_Teleporter_State_Charging"			"Charging"
			
"Teleporter_entrance_idle"					"Teleportören har ingen motsvarande utgång."
"[english]Teleporter_entrance_idle"					"This teleporter does not have a matching exit."
"Teleporter_exit_idle"						"Teleportören har ingen motsvarande ingång."
"[english]Teleporter_exit_idle"						"This teleporter does not have a matching entrance."

//
// Level strings
//

// Generic CP level strings
"CP5_red_setup_goal"			"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]CP5_red_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP5_blue_setup_goal"			"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]CP5_blue_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP_setup_30sec"			"Spelet börjar om 30 sekunder!"
"[english]CP_setup_30sec"			"Game begins in 30 seconds!"
"CP_setup_10sec"			"Spelet börjar om 10 sekunder!"
"[english]CP_setup_10sec"			"Game begins in 10 seconds!"
"CP_cap_cp3"				"Mittre kontrollpunkt"
"[english]CP_cap_cp3"				"the Central Control Point"
"CP_cap_red_cp1"			"REDs bas"
"[english]CP_cap_red_cp1"			"the RED Base"
"CP_cap_blue_cp1"			"BLUs bas"
"[english]CP_cap_blue_cp1"			"the BLU Base"


// Dustbowl level strings
"Dustbowl_red_setup_goal"		"Försvara kontrollpunkterna mot lag BLU!"
"[english]Dustbowl_red_setup_goal"		"Defend the Control points against team BLU!"
"Dustbowl_blue_setup_goal"		"Vinn omgången och gå vidare genom att erövra båda kontrollpunkterna!"
"[english]Dustbowl_blue_setup_goal"		"Capture both Control Points to win the round and advance!"
"Dustbowl_red_final_goal"		"Försvara de sista två kontrollpunkterna, annars vinner fienden spelet!"
"[english]Dustbowl_red_final_goal"		"Defend the final two Control Points or the enemy will win the game!"
"Dustbowl_blue_final_goal"		"Vinn spelet genom att erövra de sista två kontrollpunkterna!"
"[english]Dustbowl_blue_final_goal"		"Capture the final two Control Points to win the game!"
"Dustbowl_team1"			"Anfallare"
"[english]Dustbowl_team1"			"Attackers"
"Dustbowl_team2"			"Försvarare"
"[english]Dustbowl_team2"			"Defenders"
"Dustbowl_you_secure_one"		"Du säkrade
kommandopunkt ETT !!"
"[english]Dustbowl_you_secure_one"		"You secured
Command Point ONE !!"
"Dustbowl_you_secure_two"		"Du säkrade
kommandopunkt TVÅ !!"
"[english]Dustbowl_you_secure_two"		"You secured
Command Point TWO !!"
"Dustbowl_protect_HQ"			"Skydda högkvarteret mot
det anfallande laget !!"
"[english]Dustbowl_protect_HQ"			"Protect your HQ from
the attacking team !!"
"Dustbowl_bring_flag"			"Ta din flagga
till högkvarteret !!"
"[english]Dustbowl_bring_flag"			"Bring your flag
to the HQ !!"
"Dustbowl_take_flag_one"		"Ta flaggan till
kommandopunkt ETT."
"[english]Dustbowl_take_flag_one"		"Take the flag to
Command Point ONE."
"Dustbowl_take_flag_two"		"Ta flaggan till
kommandopunkt TVÅ."
"[english]Dustbowl_take_flag_two"		"Take the flag to
Command Point TWO."
"Dustbowl_take_flag_HQ"			"Ta flaggan till högkvarteret !!"
"[english]Dustbowl_take_flag_HQ"			"Take the flag to the HQ !!"
"Dustbowl_blue_secures_one"		"Lag BLU säkrar
kommandopunkt ETT !!"
"[english]Dustbowl_blue_secures_one"		"Team BLU Secures
Command Point ONE !!"
"Dustbowl_blue_secures_two"		"Lag BLU säkrar
kommandopunkt TVÅ !!"
"[english]Dustbowl_blue_secures_two"		"Team BLU Secures
Command Point TWO !!"
"Dustbowl_flag_returned"		"Flaggan är tillbaka vid basen."
"[english]Dustbowl_flag_returned"		"Flag has returned to base."
"Dustbowl_90_secs"			"Porten öppnas om 90 sekunder."
"[english]Dustbowl_90_secs"			"90 seconds till gates open."
"Dustbowl_60_secs"			"Porten öppnas om 60 sekunder."
"[english]Dustbowl_60_secs"			"60 seconds till gates open."
"Dustbowl_30_secs"			"Porten öppnas om 30 sekunder."
"[english]Dustbowl_30_secs"			"30 seconds till gates open."
"Dustbowl_10_secs"			"Porten öppnas om 10 sekunder."
"[english]Dustbowl_10_secs"			"10 seconds till gates open."
"Dustbowl_gates_open"			"Porten är öppen !!"
"[english]Dustbowl_gates_open"			"Gates are open !!"
"Dustbowl_five_minutes_left"		"Tid som återstår
Fem minuter"
"[english]Dustbowl_five_minutes_left"		"Time remaining:
Five minutes"
"Dustbowl_four_minutes_left"		"Tid som återstår
Fyra minuter"
"[english]Dustbowl_four_minutes_left"		"Time remaining:
Four minutes"
"Dustbowl_three_minutes_left"		"Tid som återstår
Tre minuter"
"[english]Dustbowl_three_minutes_left"		"Time remaining:
Three minutes"
"Dustbowl_two_minutes_left"		"Tid som återstår
Två minuter"
"[english]Dustbowl_two_minutes_left"		"Time remaining:
Two minutes"
"Dustbowl_sixty_seconds_left"		"Tid som återstår
Sextio sekunder"
"[english]Dustbowl_sixty_seconds_left"		"Time remaining:
Sixty seconds"
"Dustbowl_thirty_seconds_left"		"Tid som återstår
Trettio sekunder"
"[english]Dustbowl_thirty_seconds_left"		"Time remaining:
Thirty seconds"
"Dustbowl_attackers_win"		"Högkvarteret har
erövrats !!"
"[english]Dustbowl_attackers_win"		"The Headquarters has
been captured !!"
"Dustbowl_defenders_win"		"Högkvarteret har
framgångsrikt försvarats !!"
"[english]Dustbowl_defenders_win"		"The Headquarters has
been successfully defended !!"
"Dustbowl_cap_1_A"		"Första erövr., nivå ett"
"[english]Dustbowl_cap_1_A"		"First Cap, Stage One"
"Dustbowl_cap_1_B"		"Andra erövr., nivå ett"
"[english]Dustbowl_cap_1_B"		"Second Cap, Stage One"
"Dustbowl_cap_2_A"		"Första erövr., nivå två"
"[english]Dustbowl_cap_2_A"		"First Cap, Stage Two"
"Dustbowl_cap_2_B"		"Andra erövr., nivå två"
"[english]Dustbowl_cap_2_B"		"Second Cap, Stage Two"
"Dustbowl_cap_3_A"		"Första erövr., nivå tre"
"[english]Dustbowl_cap_3_A"		"First Cap, Stage Three"
"Dustbowl_cap_3_B"		"raketen, sista erövr."
"[english]Dustbowl_cap_3_B"		"the Rocket, Final Cap"

// Goldrush level strings
"Goldrush_red_setup_goal"		"Hindra fiendelaget från att föra vagnen till din bas!"
"[english]Goldrush_red_setup_goal"		"Prevent the enemy team from moving the cart to your base!"
"Goldrush_blue_setup_goal"		"Flytta vagnen till kontrollpunkterna för att vinna omgången och gå vidare!"
"[english]Goldrush_blue_setup_goal"		"Move the cart to the Control Points to win the round and advance!"
"Goldrush_red_final_goal"		"Hindra vagnen från att nå din bas, annars vinner fienden!"
"[english]Goldrush_red_final_goal"		"Prevent the cart from moving to your base or the enemy will win the game!"
"Goldrush_blue_final_goal"		"Flytta vagnen till fiendens bas för att förstöra den och vinna!"
"[english]Goldrush_blue_final_goal"		"Move the cart to the enemy base to destroy it and win the game!"
"Goldrush_team1"			"Anfallare"
"[english]Goldrush_team1"			"Attackers"
"Goldrush_team2"			"Försvarare"
"[english]Goldrush_team2"			"Defenders"
"Goldrush_cap_1_A"		"Första erövr., nivå ett"
"[english]Goldrush_cap_1_A"		"First Cap, Stage One"
"Goldrush_cap_1_B"		"Andra erövr., nivå ett"
"[english]Goldrush_cap_1_B"		"Second Cap, Stage One"
"Goldrush_cap_2_A"		"Första erövr., nivå två"
"[english]Goldrush_cap_2_A"		"First Cap, Stage Two"
"Goldrush_cap_2_B"		"Andra erövr., nivå två"
"[english]Goldrush_cap_2_B"		"Second Cap, Stage Two"
"Goldrush_cap_3_A"		"Första erövr., nivå tre"
"[english]Goldrush_cap_3_A"		"First Cap, Stage Three"
"Goldrush_cap_3_B"		"Andra erövr., nivå tre"
"[english]Goldrush_cap_3_B"		"Second Cap, Stage Three"
"Goldrush_cap_3_C"		"Atomic pit, sista erövr."
"[english]Goldrush_cap_3_C"		"Atomic pit, Final Cap"

// Badwater level strings
"Badwater_cap_1"		"Första erövringspunkt"
"[english]Badwater_cap_1"		"First Capture point"
"Badwater_cap_2"		"Andra erövringspunkt"
"[english]Badwater_cap_2"		"Second Capture point"
"Badwater_cap_3"		"Tredje erövringspunkt"
"[english]Badwater_cap_3"		"Third Capture point"
"Badwater_cap_4"		"Sista erövringspunkt"
"[english]Badwater_cap_4"		"Final Capture point"

// 2fort level strings
"2fort_red_setup_goal"			"Ta informationsportföljen från fiendens källare. Vinn genom att återföra den till din källare!"
"[english]2fort_red_setup_goal"			"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"
"2fort_blue_setup_goal"			"Ta informationsportföljen från fiendens källare. Vinn genom att återföra den till din källare!"
"[english]2fort_blue_setup_goal"			"Grab the Intelligence Briefcase from the enemy basement. Return to your basement to win!"

// Granary level strings
"Granary_red_setup_goal"		"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]Granary_red_setup_goal"		"Capture all five Control Points to win the game!"
"Granary_blue_setup_goal"		"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]Granary_blue_setup_goal"		"Capture all five Control Points to win the game!"
"Granary_cap_cp3"			"Mittre kontrollpunkt"
"[english]Granary_cap_cp3"			"the Central Control Point"
"Granary_cap_red_cp2"			"REDs lager"
"[english]Granary_cap_red_cp2"			"the RED Warehouse"
"Granary_cap_red_cp1"			"REDs bas"
"[english]Granary_cap_red_cp1"			"the RED Base"
"Granary_cap_blue_cp2"			"BLUs lager"
"[english]Granary_cap_blue_cp2"			"the BLU Warehouse"
"Granary_cap_blue_cp1"			"BLUs bas"
"[english]Granary_cap_blue_cp1"			"the BLU Base"

// Gravelpit level strings
"Gravelpit_red_setup_goal"		"Vinn spelet genom att försvara alla tre kontrollpunkterna mot lag BLU!"
"[english]Gravelpit_red_setup_goal"		"Defend all three Control Points against team BLU to win the game!"
"Gravelpit_blue_setup_goal"		"Vinn genom att erövra alla tre kontrollpunkterna! Erövra först A och B, sedan C."
"[english]Gravelpit_blue_setup_goal"		"Capture all three Controls Points to win! First capture A and B, then move on to C."
"Gravelpit_cap_A"			"erövr. A, radiotornet"
"[english]Gravelpit_cap_A"			"cap A, the Radio Tower"
"Gravelpit_cap_B"			"erövr. B, radarn"
"[english]Gravelpit_cap_B"			"cap B, the Radar"
"Gravelpit_cap_C"			"erövr. C, laservapnet"
"[english]Gravelpit_cap_C"			"cap C, the Laser Gun"

// Hydro level strings
"Hydro_red_setup_goal"			"Vinn omgången genom att erövra lag BLUs enda kontrollpunkt. Hindra dem från att göra detsamma!"
"[english]Hydro_red_setup_goal"			"Capture BLU's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_blue_setup_goal"			"Vinn omgången genom att erövra lag REDs enda kontrollpunkt. Hindra dem från att göra detsamma!"
"[english]Hydro_blue_setup_goal"			"Capture RED's single Control Point to win the round. Prevent them from doing the same!"
"Hydro_red_base_attack"			"Vinn omgången genom att erövra BLUs sista kontrollpunkt!"
"[english]Hydro_red_base_attack"			"Capture team BLU's final Control Point to win the game!"
"Hydro_red_base_defend"			"Försvara din sista kontrollpunkt mot lag BLU, annars vinner de!"
"[english]Hydro_red_base_defend"			"Defend your final Control Point against BLU or they will win!"
"Hydro_blue_base_attack"		"Vinn omgången genom att erövra REDs sista kontrollpunkt!"
"[english]Hydro_blue_base_attack"		"Capture team RED's final Control Point to win the game!"
"Hydro_blue_base_defend"		"Försvara din sista kontrollpunkt mot lag RED, annars vinner de!"
"[english]Hydro_blue_base_defend"		"Defend your final Control Point against RED or they will win!"
"Hydro_cap_red_base"		"REDs bas"	
"[english]Hydro_cap_red_base"		"the RED Base"	
"Hydro_cap_blue_base"		"BLUs bas"
"[english]Hydro_cap_blue_base"		"the BLU Base"
"Hydro_cap_radar_dish"		"radarantennen"
"[english]Hydro_cap_radar_dish"		"the Radar Dish"
"Hydro_cap_dam"				"dammen"
"[english]Hydro_cap_dam"				"the Dam"
"Hydro_cap_power_plant"		"kraftverket"
"[english]Hydro_cap_power_plant"		"the Power Plant"
"Hydro_cap_warehouse"		"lagret"
"[english]Hydro_cap_warehouse"		"the Warehouse"

// Well level strings
"Well_red_setup_goal"			"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]Well_red_setup_goal"			"Capture all five of the Control Points to win the game!"
"Well_blue_setup_goal"			"Vinn spelet genom att erövra alla fem kontrollpunkterna!"
"[english]Well_blue_setup_goal"			"Capture all five of the Control Points to win the game!"
"Well_setup_30sec"			"Spelet börjar om 30 sekunder!"
"[english]Well_setup_30sec"			"Game begins in 30 seconds!"
"Well_setup_10sec"			"Spelet börjar om 10 sekunder!"
"[english]Well_setup_10sec"			"Game begins in 10 seconds!"
"Well_cap_center"			"Mittkontrollpunkten"
"[english]Well_cap_center"			"Central Control Point"
"Well_cap_red_two"			"REDs lager"
"[english]Well_cap_red_two"			"the RED Warehouse"
"Well_cap_red_rocket"			"REDs bas"
"[english]Well_cap_red_rocket"			"the RED Base"
"Well_cap_blue_two"			"BLUs lager"
"[english]Well_cap_blue_two"			"the BLU Warehouse"
"Well_cap_blue_rocket"			"BLUs bas"
"[english]Well_cap_blue_rocket"			"the BLU Base"

// Pipeline level strings
"Pipeline_setup_goal"			"Flytta vagnen till kontrollpunkten först så vinner du omgången!"
